transaccion_id,fecha_transaccion,tipo_transaccion,estado,monto_total,metodo_pago,cliente_nombre,cliente_telefono,cliente_localidad,producto_id,producto_nombre,producto_talla,producto_color,producto_temporada,cantidad_comprada,vestido_estilo,vestido_precio_venta,vestido_precio_renta,vestido_en_oferta,vestido_condicion,vestido_rating_promedio,vestido_review_count,fecha_entrega,fecha_devolucion,multa_aplicada,reseña_rating,reseña_comentario,fecha_reseña
68906396d0cb854c8ff609c3,2023-07-06 12:56:54,renta,Completada,873,efectivo,sofia.garcia@email.com,5512345678,Jaltocán,687e0d4b8639b437a0e4876c,Vestido Tubo Elástico Negro,S,Negro,Todo el Año,1,Casual/Cóctel,900,,false,Nuevo,4.1,18,2023-07-07 03:56:54,2023-07-16 03:56:54,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-08-19 12:56:54
68906396d0cb854c8ff609c4,2023-12-26 10:11:54,renta,Completada,1248,tarjeta_debito,maria.gonzalez@example.com,1234567893,Atlapeza,687e0dd08639b437a0e48788,Vestido Sudadera con Logotipo,L,Negro,"Otoño, Invierno",1,Deportivo,700,,false,Nuevo,3.5,15,2023-12-26 23:11:54,2024-01-06 23:11:54,0,5,¡Absolutamente precioso! Recibí muchos cumplidos.,2024-02-05 10:11:54
68906396d0cb854c8ff609c6,2023-06-22 04:57:39,Venta,Completada,1300,tarjeta_credito,ana.lopez@example.com,1234567891,Atlapeza,687e0dd08639b437a0e48786,Vestido Midi de Mangas Abullonadas,L,Verde Oliva,"Otoño, Primavera",1,Casual/Formal,1300,,false,Nuevo,4.2,10,2023-06-23 00:57:39,,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-07-15 04:57:39
68906396d0cb854c8ff609c7,2023-08-04 10:42:16,renta,Completada,1228,tarjeta_credito,20221129@uthh.edu.mx,7714057323,Huejutla de Reyes,687e0dd08639b437a0e487aa,Vestido Casual con Estampado Geométrico,M,Gris/Amarillo,"Primavera, Otoño",1,Casual,1000,,false,Nuevo,4.1,12,2023-08-05 05:42:16,2023-08-17 05:42:16,67,4,¡Excelente vestido! Me encantó el servicio en el local.,2023-08-27 10:42:16
68906396d0cb854c8ff609c8,2023-12-14 04:03:16,renta,Completada,1072,tarjeta_credito,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0dd08639b437a0e487c7,Vestido Camisero de Rayón Estampado,M,Multicolor Abstracto,Verano,1,Casual,980,,false,Nuevo,4,10,2023-12-14 11:03:16,2023-12-30 11:03:16,0,2,"Hubo un pequeño detalle con el vestido, pero fue manejable.",2023-12-31 04:03:16
68906396d0cb854c8ff609c9,2023-04-06 08:34:34,Venta,Completada,2074,tarjeta_debito,maria.gonzalez@example.com,1234567893,Atlapeza,687e0dd08639b437a0e48781,Vestido Corto de Lentejuelas Multicolor,S,Multicolor,Todo el Año,1,Fiesta,,1350,false,Nuevo,4.6,9,2023-04-07 08:34:34,,0,1,Podría mejorar la limpieza/condición del vestido al entregarlo.,2023-04-17 08:34:34
68906396d0cb854c8ff609ca,2023-07-11 06:51:19,renta,Completada,5000,tarjeta_credito,20221129@uthh.edu.mx,7714057323,Huejutla de Reyes,687e0dd08639b437a0e487ab,Vestido de Novia Minimalista de Satén,S,Blanco Puro,Todo el Año,1,Nupcial,15000,5000,false,Nuevo,4.9,22,2023-07-11 13:51:19,2023-07-24 13:51:19,0,1,"Hubo un pequeño detalle con el vestido, pero fue manejable.",2023-08-02 06:51:19
68906396d0cb854c8ff609cb,2023-03-14 04:55:57,renta,Completada,2800,tarjeta_debito,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0dd08639b437a0e487ad,Vestido de Gala con Capa Flotante,M,Negro,Todo el Año,1,Gala,,2800,false,Nuevo,5,18,2023-03-15 04:55:57,2023-03-20 04:55:57,0,4,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-04-12 04:55:57
68906396d0cb854c8ff609cc,2023-08-06 08:04:45,renta,Completada,2200,tarjeta_debito,isabel.vargas@example.com,1234567815,Choconamel,687e0dd08639b437a0e4878e,Vestido de Gala Corte Princesa con Encaje,M,Blush Rosa,Todo el Año,1,Gala,,2200,false,Nuevo,5,16,2023-08-07 04:04:45,2023-08-21 04:04:45,0,5,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2023-08-31 08:04:45
68906396d0cb854c8ff609cd,2023-08-06 10:54:40,renta,Completada,875,transferencia_bancaria,eduardocasrtro110@gmail.com,554706,Huejutla de Reyes,687c0c74555de7433ad30a52,Sueño Violeta,S,Morado,Todo el Año,1,Fiesta,1500,,false,Nuevo,4.3,9,2023-08-06 12:54:40,2023-08-18 12:54:40,0,5,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-09-10 10:54:40
68906396d0cb854c8ff609ce,2023-10-04 10:03:07,renta,Completada,672,efectivo,carmen.morales@example.com,1234567813,Huejutla de Reyes,67e542106d740263db9864ec,Eva Brazzi,M,azul,"Verano, Primavera",1,Fiesta,899,,true,Excelente,3.9,6,2023-10-04 18:03:07,2023-10-21 18:03:07,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-10-24 10:03:07
68906396d0cb854c8ff609cf,2023-05-16 08:31:00,renta,Completada,2200,tarjeta_credito,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0dd08639b437a0e4878e,Vestido de Gala Corte Princesa con Encaje,M,Blush Rosa,Todo el Año,1,Gala,,2200,false,Nuevo,5,16,2023-05-16 18:31:00,2023-05-25 18:31:00,0,4,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-06-24 08:31:00
68906396d0cb854c8ff609d0,2023-12-02 11:47:08,Venta,Completada,1700,efectivo,ech19413070170002@gmail.com,7718858193,Calnali,687e0dd08639b437a0e4879a,Vestido Corto de Terciopelo con Volantes,M,Verde Botella,"Otoño, Invierno",1,Cóctel,1700,600,false,Nuevo,4.6,8,2023-12-02 15:47:08,,0,3,"Me gustó, aunque el color en persona es ligeramente diferente.",2023-12-21 11:47:08
68906396d0cb854c8ff609d1,2023-08-01 08:50:12,Venta,Completada,3800,efectivo,regina.ortega@example.com,1234567826,Tlachinol,687e0dd08639b437a0e48783,Vestido Largo de Seda Morado Obscuro,M,Morado Oscuro,Todo el Año,1,Gala,3800,1500,false,Nuevo,4.9,14,2023-08-02 05:50:12,,0,1,"No fue mi favorito, pero sirvió para la ocasión.",2023-08-18 08:50:12
68906396d0cb854c8ff609d2,2023-11-22 07:58:13,Venta,Completada,2551,efectivo,20221129@uthh.edu.mx,7714057323,Huejutla de Reyes,687c1894555de7433ad30a9b,Vestido Corto Rojo con Cola Asimétrica,M,Rojo,Todo el Año,1,De Noche,,300,false,Excelente,4.3,10,2023-11-22 08:58:13,,0,4,¡Excelente vestido! Me encantó el servicio en el local.,2023-12-24 07:58:13
68906396d0cb854c8ff609d3,2023-12-17 05:48:19,Venta,Completada,500,transferencia_bancaria,regina.ortega@example.com,1234567826,Tlachinol,687c145a555de7433ad30a81,Brillante Rose,S,Rosa Crema,Todo el Año,1,Fiesta,500,,false,Excelente,3.5,3,2023-12-17 10:48:19,,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-12-27 05:48:19
68906396d0cb854c8ff609d4,2023-05-05 08:05:11,renta,Completada,750,efectivo,patricia.guzman@example.com,1234567819,Guazalingo,687e0dd08639b437a0e4879f,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,Cóctel,2100,750,false,Nuevo,4.7,9,2023-05-05 19:05:11,2023-05-14 19:05:11,45,3,"Buena opción por el precio, el servicio fue correcto.",2023-06-04 08:05:11
68906396d0cb854c8ff609d5,2023-07-11 04:43:31,Venta,Completada,750,tarjeta_credito,valeria.rojas@example.com,1234567823,Atlapeza,687e0d118639b437a0e48765,Vestido Camisero a Rayas,S,Azul/Blanco,"Primavera, Verano",1,Casual,750,,false,Nuevo,3.8,4,2023-07-12 00:43:31,,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-08-24 04:43:31
68906396d0cb854c8ff609d6,2023-07-05 08:51:37,renta,Completada,1600,tarjeta_debito,valentina.rodriguez@email.com,5587654321,Guazalingo,687e0dd08639b437a0e4878b,Vestido de Noche con Espalda Descubierta,S,Azul Rey,Todo el Año,1,De Noche,,1600,false,Nuevo,4.9,10,2023-07-06 07:51:37,2023-07-12 07:51:37,0,4,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-08-04 08:51:37
68906396d0cb854c8ff609d7,2023-03-26 12:50:02,renta,Completada,1800,tarjeta_debito,lucia.torres@example.com,1234567811,Guazalingo,687e0d4b8639b437a0e4876e,Vestido de Noche con Cola de Sirena y Bordados,M,Azul Marino,Todo el Año,1,De Noche,,1800,false,Nuevo,4.9,15,2023-03-26 13:50:02,2023-04-02 13:50:02,0,5,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-04-24 12:50:02
68906396d0cb854c8ff609d8,2023-01-02 04:11:40,renta,Completada,363,tarjeta_credito,ech19413070170002@gmail.com,7718858193,Calnali,687e0d118639b437a0e4875d,Vestido Bohemio Blanco,M,Blanco,Verano,1,Bohemio,1100,,false,Nuevo,4.3,10,2023-01-02 14:11:40,2023-01-09 14:11:40,96,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-01-25 04:11:40
68906396d0cb854c8ff609d9,2023-01-23 03:07:42,Venta,Completada,3800,tarjeta_debito,valeria.rojas@example.com,1234567823,Atlapeza,687e0dd08639b437a0e48783,Vestido Largo de Seda Morado Obscuro,M,Morado Oscuro,Todo el Año,1,Gala,3800,1500,false,Nuevo,4.9,14,2023-01-23 23:07:42,,0,4,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-01-31 03:07:42
68906396d0cb854c8ff609da,2023-10-22 07:46:28,Venta,Completada,1950,transferencia_bancaria,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0dd08639b437a0e48787,Vestido de Cóctel Rojo Escarlata,M,Rojo Escarlata,Todo el Año,1,Cóctel,1950,700,false,Nuevo,4.7,11,2023-10-22 14:46:28,,0,5,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-11-16 07:46:28
68906396d0cb854c8ff609db,2023-04-10 11:34:51,renta,Completada,600,tarjeta_credito,20221076@uthh.edu.mx,7712232323,San Felipe Orizatlán,687e0dd08639b437a0e4879a,Vestido Corto de Terciopelo con Volantes,M,Verde Botella,"Otoño, Invierno",1,Cóctel,1700,600,false,Nuevo,4.6,8,2023-04-10 20:34:51,2023-04-19 20:34:51,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-04-28 11:34:51
68906396d0cb854c8ff609dc,2023-03-15 11:53:22,renta,Completada,1200,tarjeta_credito,20221129@uthh.edu.mx,7714057323,Huejutla de Reyes,687e0d4b8639b437a0e48774,Vestido de Gala con Escote en V Profundo,M,Negro,Todo el Año,1,Gala,3200,1200,false,Nuevo,4.9,11,2023-03-15 12:53:22,2023-03-28 12:53:22,0,2,"Hubo un pequeño detalle con el vestido, pero fue manejable.",2023-04-10 11:53:22
68906396d0cb854c8ff609dd,2023-08-16 07:59:24,Venta,Completada,8000,transferencia_bancaria,maria.gonzalez@example.com,1234567893,Atlapeza,687e0dd08639b437a0e487b3,Vestido de Novia Corto para Elopement,S,Blanco Puro,Todo el Año,1,Nupcial,8000,,false,Nuevo,4.6,7,2023-08-16 11:59:24,,0,1,"La experiencia fue regular, no estoy segura de volver a rentar.",2023-09-15 07:59:24
68906396d0cb854c8ff609de,2023-02-12 12:37:18,Venta,Completada,950,tarjeta_credito,sheldon@gmail.com,5551234567,Platón Sánchez,687e0d118639b437a0e4875c,Vestido Casual de Mezclilla,L,Azul Mezclilla,"Primavera, Otoño",1,Casual,950,,false,Nuevo,4.1,18,2023-02-12 20:37:18,,0,4,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2023-03-16 12:37:18
68906396d0cb854c8ff609df,2023-12-11 06:29:25,renta,Completada,700,tarjeta_debito,regina.ortega@example.com,1234567826,Tlachinol,687e0d118639b437a0e48767,Vestido de Coctel Verde Esmeralda,M,Verde Esmeralda,Todo el Año,1,Cóctel,2100,700,false,Nuevo,4.6,10,2023-12-11 15:29:25,2023-12-21 15:29:25,0,4,¡Excelente vestido! Me encantó el servicio en el local.,2024-01-12 06:29:25
68906396d0cb854c8ff609e0,2023-04-05 12:22:24,renta,Completada,6500,transferencia_bancaria,ximena.hernandez@email.com,5523456789,Calnali,687e0dd08639b437a0e48785,Vestido de Novia Corte A con Pedrería,M,Marfil,Todo el Año,1,Nupcial,18000,6500,false,Nuevo,5,28,2023-04-05 14:22:24,2023-04-17 14:22:24,0,5,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-04-29 12:22:24
68906396d0cb854c8ff609e1,2023-05-01 05:27:54,renta,Completada,1800,tarjeta_credito,ia.perez@example.com,1234567897,Chalma,687e0dd08639b437a0e487a7,Vestido de Noche con Aberturas en la Cintura,S,Negro,Todo el Año,1,De Noche,,1800,false,Nuevo,4.8,13,2023-05-02 01:27:54,2023-05-15 01:27:54,0,1,"Hubo un pequeño detalle con el vestido, pero fue manejable.",2023-06-12 05:27:54
68906396d0cb854c8ff609e2,2023-03-26 08:00:53,Venta,Completada,1300,efectivo,maria.gonzalez@example.com,1234567893,Atlapeza,687e0d4b8639b437a0e4877c,Vestido Kimono Estampado Japonés,L,Multicolor,"Primavera, Verano",1,Casual/Formal,1300,,false,Nuevo,4.4,6,2023-03-26 18:00:53,,0,3,"Bonito vestido, aunque el ajuste no fue 100% perfecto para mí.",2023-04-12 08:00:53
68906396d0cb854c8ff609e3,2023-01-04 11:17:09,Venta,Completada,2017,transferencia_bancaria,20221076@uthh.edu.mx,7712232323,San Felipe Orizatlán,687c1680555de7433ad30a8f,Vestido Verde Esmeralda en Capas,L,Verde Esmeralda,Todo el Año,1,De Noche,,320,false,Excelente,4.6,13,2023-01-04 12:17:09,,0,4,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-01-29 11:17:09
68906396d0cb854c8ff609e4,2023-12-15 12:23:08,renta,Completada,850,transferencia_bancaria,hiasd12e@gmail.com,7713554706,Atlapeza,687e0dd08639b437a0e487a9,Vestido de Fiesta con Escote Corazón,L,Rosa Empolvado,Todo el Año,1,Fiesta,2500,850,false,Nuevo,4.7,10,2023-12-16 01:23:08,2023-12-31 01:23:08,0,4,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2024-01-09 12:23:08
68906396d0cb854c8ff609e5,2023-03-26 05:08:52,renta,Completada,1171,tarjeta_debito,alejandra.paredes@example.com,1234567827,Huejutla de Reyes,687e0d118639b437a0e4875c,Vestido Casual de Mezclilla,L,Azul Mezclilla,"Primavera, Otoño",1,Casual,950,,false,Nuevo,4.1,18,2023-03-26 13:08:52,2023-04-05 13:08:52,0,2,El vestido se veía mejor en las fotos. Necesitaba algunos ajustes.,2023-04-28 05:08:52
68906396d0cb854c8ff609e6,2023-08-10 08:40:57,Venta,Completada,2800,tarjeta_credito,adriana.romero@example.com,1234567817,San Felipe Orizatlán,687c0b8f555de7433ad30a4e,Cielo de Cristal,M,Azul Pastel,"Verano, Primavera",1,Fiesta,2800,,false,Nuevo,4.7,14,2023-08-11 08:40:57,,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-09-22 08:40:57
68906396d0cb854c8ff609e8,2023-01-08 08:38:13,Venta,Completada,3215,tarjeta_debito,lucia.torres@example.com,1234567811,Guazalingo,687e0dd08639b437a0e487c8,Vestido de Fiesta Mini con Lentejuelas Doradas,S,Dorado,Todo el Año,1,Fiesta,,1300,false,Nuevo,4.7,11,2023-01-08 12:38:13,,0,5,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-01-23 08:38:13
68906396d0cb854c8ff609e9,2023-04-16 04:58:59,renta,Completada,462,tarjeta_credito,patricia.guzman@example.com,1234567819,Guazalingo,687c2186555de7433ad30ad0,Vestido Largo Azul Rey Satinado,M,Azul Rey,Todo el Año,1,De Noche,3500,,false,Nuevo,4.9,28,2023-04-16 16:58:59,2023-04-24 16:58:59,0,3,"Esperaba un poco más, pero en general bien.",2023-05-02 04:58:59
68906396d0cb854c8ff609ea,2023-07-01 12:00:13,Venta,Completada,1150,tarjeta_credito,daniela.mendoza@example.com,1234567822,Huejutla de Reyes,687e0d4b8639b437a0e4877a,Vestido Midi de Lino con Botones,M,Beige,Verano,1,Casual,1150,,false,Nuevo,4.1,10,2023-07-02 00:00:13,,0,5,¡Excelente vestido! Me encantó el servicio en el local.,2023-07-25 12:00:13
68906396d0cb854c8ff609eb,2023-05-05 12:21:46,Venta,Completada,4341,tarjeta_debito,sheldon@gmail.com,5551234567,Platón Sánchez,687e0d118639b437a0e48764,Vestido de Gala Rosa Pastel,M,Rosa Pastel,Todo el Año,1,Gala,,2000,false,Nuevo,4.8,13,2023-05-06 02:21:46,,0,5,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2023-05-30 12:21:46
68906396d0cb854c8ff609ec,2023-11-25 05:48:55,renta,Completada,1440,tarjeta_credito,carmen.morales@example.com,1234567813,Huejutla de Reyes,687e0dd08639b437a0e4878f,Vestido Corto Vaquero con Botones,S,Azul Denim,"Primavera, Verano",1,Casual,780,,false,Nuevo,3.8,11,2023-11-25 10:48:55,2023-12-06 10:48:55,12,5,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-12-13 05:48:55
68906396d0cb854c8ff609ed,2023-12-24 09:35:12,renta,Completada,1429,efectivo,valeria.rojas@example.com,1234567823,Atlapeza,687e0d4b8639b437a0e48771,Vestido de Maternidad Floreado,XL,Rosa Pastel,"Primavera, Verano",1,Maternidad,1200,,false,Nuevo,4,9,2023-12-25 02:35:12,2024-01-02 02:35:12,0,4,"Me fascinó cómo me quedó, ¡lo recomiendo a todas mis amigas!",2024-01-11 09:35:12
68906396d0cb854c8ff609ee,2023-08-05 10:23:58,renta,Completada,946,tarjeta_credito,patricia.guzman@example.com,1234567819,Guazalingo,687e0dd08639b437a0e487aa,Vestido Casual con Estampado Geométrico,M,Gris/Amarillo,"Primavera, Otoño",1,Casual,1000,,false,Nuevo,4.1,12,2023-08-05 22:23:58,2023-08-14 22:23:58,0,4,"El vestido superó mis expectativas, ¡lo recomiendo totalmente!",2023-09-16 10:23:58
68906396d0cb854c8ff609ef,2023-05-02 06:21:30,renta,Completada,700,efectivo,lucia.torres@example.com,1234567811,Guazalingo,687e0dd08639b437a0e48787,Vestido de Cóctel Rojo Escarlata,M,Rojo Escarlata,Todo el Año,1,Cóctel,1950,700,false,Nuevo,4.7,11,2023-05-02 09:21:30,2023-05-13 09:21:30,0,4,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-05-28 06:21:30
68906396d0cb854c8ff609f0,2023-08-17 09:58:13,renta,Completada,600,efectivo,maria.gonzalez@example.com,1234567893,Atlapeza,687e0d118639b437a0e4875a,Vestido Largo Azul Cielo,M,Azul Cielo,"Primavera, Verano",1,Formal,1800,600,false,Nuevo,4.6,12,2023-08-17 18:58:13,2023-09-05 18:58:13,0,5,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-09-14 09:58:13
68906396d0cb854c8ff609f1,2023-07-09 12:26:33,renta,Completada,546,tarjeta_debito,sheldon@gmail.com,5551234567,Platón Sánchez,687c1c38555de7433ad30aa9,Vestido Negro Sirena con Bordado Dorado,M,Negro,Todo el Año,1,De Noche,3000,,false,Nuevo,4.9,22,2023-07-10 06:26:33,2023-07-20 06:26:33,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-08-03 12:26:33
68906396d0cb854c8ff609f2,2023-05-09 05:22:12,renta,Completada,580,tarjeta_debito,hiasd12e@gmail.com,7713554706,Atlapeza,687c0d1e555de7433ad30a56,Bruma Nocturna,M,Azul,Todo el Año,1,Fiesta,2500,,false,Nuevo,4.8,11,2023-05-09 12:22:12,2023-05-23 12:22:12,0,4,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-05-27 05:22:12
68906396d0cb854c8ff609f3,2023-06-04 06:32:47,renta,Completada,948,tarjeta_credito,ximena.hernandez@email.com,5523456789,Calnali,687e0dd08639b437a0e4878a,Vestido de Invierno de Cuadros Tartán,M,Rojo/Verde,Invierno,1,Casual,1250,,false,Nuevo,4.1,7,2023-06-04 20:32:47,2023-06-15 20:32:47,0,2,El vestido se veía mejor en las fotos. Necesitaba algunos ajustes.,2023-07-18 06:32:47
68906396d0cb854c8ff609f4,2023-06-09 11:29:17,renta,Completada,1026,transferencia_bancaria,elena.ramirez@example.com,1234567899,Guazalingo,687e0dd08639b437a0e487a2,Vestido Largo de Gasa Estampado Floral Primavera,M,Multicolor Pastel,"Primavera, Verano",1,Casual/Formal,1200,,false,Nuevo,4.3,15,2023-06-10 07:29:17,2023-06-19 07:29:17,0,4,¡Absolutamente precioso! Recibí muchos cumplidos.,2023-07-13 11:29:17
68906396d0cb854c8ff609f5,2023-05-12 10:27:09,renta,Completada,731,transferencia_bancaria,patricia.guzman@example.com,1234567819,Guazalingo,687e0d118639b437a0e4875c,Vestido Casual de Mezclilla,L,Azul Mezclilla,"Primavera, Otoño",1,Casual,950,,false,Nuevo,4.1,18,2023-05-12 12:27:09,2023-05-25 12:27:09,0,4,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-06-02 10:27:09
68906396d0cb854c8ff609f6,2023-08-11 08:33:11,Venta,Completada,3399,efectivo,ech19413070170002@gmail.com,7718858193,Calnali,687e0d4b8639b437a0e48772,Vestido de Cóctel con Flecos,S,Plata,Todo el Año,1,Fiesta,,1100,false,Nuevo,4.5,8,2023-08-11 10:33:11,,0,5,"Quedó perfecto para la ocasión, muy contenta con la compra/renta.",2023-08-22 08:33:11
68906396d0cb854c8ff609f7,2023-10-20 05:04:11,Venta,Completada,1000,efectivo,ana.lopez@example.com,1234567891,Atlapeza,67e0844f9e883380830c5744,Vestido de Noche Meirius Largo Tinto con Tirantes,XL,rubi,"Otoño, Invierno, Todo el Año",1,De Noche,1000,,false,Nuevo,4.2,9,2023-10-20 19:04:11,,0,5,Un diseño hermoso y la atención fue de primera. Volveré sin duda.,2023-11-26 05:04:11
68906396d0cb854c8ff609f8,2023-08-03 08:07:06,renta,Completada,1091,tarjeta_credito,valeria.rojas@example.com,1234567823,Atlapeza,687c1f87555de7433ad30ac4,Vestido Largo Plateado con Lentejuelas,M,Gris,Todo el Año,1,De Noche,3600,,false,Nuevo,4.7,19,2023-08-03 15:07:06,2023-08-16 15:07:06,0,4,"La tela es de muy buena calidad, y el vestido es aún más bonito en persona.",2023-08-17 08:07:06
68906396d0cb854c8ff609f9,2023-06-12 03:48:45,renta,Completada,750,tarjeta_credito,carmen.morales@example.com,1234567813,Huejutla de Reyes,687e0dd08639b437a0e4879f,Vestido de Noche Corto con Pedrería,M,Negro,Todo el Año,1,Cóctel,2100,750,false,Nuevo,4.7,9,2023-06-13 00:48:45,2023-06-23 00:48:45,0,5,"Un acierto total, justo lo que buscaba y a un excelente precio.",2023-07-19 03:48:45
